algorithm,scenario,episode,steps,global_step_min,global_step_max,district_net_energy,district_cost,district_emission,district_without_storage_kwh,reward_mean_average,reward_sum_total
MASAC,E2,38,8760,332880,341639,1442.494648694992,768.121980547905,1139.5708111524582,1442.494648694992,-0.528316323448379,-78676.8668879326
MASAC,E2,39,8760,341640,350399,1433.7156693935394,763.4472264051437,1132.6354122161863,1433.7156693935394,-0.5342200265674227,-79556.0463564206
MASAC,E2,40,8760,350400,359159,1293.3519775494933,688.7041702158749,1021.7480939850212,1171.8289444074037,-0.5122386797760721,-76282.58419225266
MASAC,E2,41,8760,359160,367919,966.3174483776093,514.55973726511,1064.884356379509,1442.494633436203,-0.5281246595625226,-78648.32430205088
MASAC,E2,42,8760,367920,376679,963.4159409999849,513.0147202014923,988.3797512054444,1433.7156846523285,-0.5341713049896714,-79548.79073906186
MASAC,E2,43,8760,376680,385439,1171.828942976892,623.9936952479184,925.744892977178,1171.828942976892,-0.5124019091372712,-76306.89230872244
MASAC,E2,44,8760,385440,394199,1487.6067407131195,792.1439689397812,1175.2093645334244,1442.4946496486664,-0.5280629675781271,-78639.13713173468
MASAC,E2,45,8760,394200,402959,1433.7156693935394,763.4472264051437,1132.6354122161863,1433.7156693935394,-0.5341292031088826,-79542.5209269748
MASAC,E2,46,8760,402960,411719,1171.828942976892,623.9936952479184,925.744892977178,1171.828942976892,-0.5126333496593685,-76341.35843127315
MASAC,E2,47,8760,411720,420479,1416.1764342784882,754.1076477766037,1118.7794216871262,1442.494648694992,-0.5281921079341843,-78658.36871355872
MASAC,E2,48,8760,420480,429239,1433.7156693935394,763.4472264051437,1132.6354122161863,1433.7156693935394,-0.5341373025630299,-79543.72709768642
MASAC,E2,49,8748,429240,437987,1171.828942976892,623.9936952479184,925.744892977178,1171.828942976892,-0.5125064952745902,-76217.91595125597
MASAC,E3,0,8760,0,8759,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.54328587221065,-80906.13208961
MASAC,E3,1,8760,8760,17519,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5518098292620185,-82175.51977369978
MASAC,E3,2,8760,17520,26279,1207.5677749738095,662.9937521927059,953.9785703644156,1171.8289444074037,-0.5266826511246796,-78433.58040548729
MASAC,E3,3,8760,26280,35039,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5437156108790443,-80970.12877210727
MASAC,E3,4,8760,35040,43799,934.800095319748,742.5221432447433,988.3797504901886,1433.7156541347504,-0.5516603422252431,-82153.2581641832
MASAC,E3,5,8760,43800,52559,1171.828912459314,643.3719608299434,925.7448691353202,1171.828942976892,-0.5269059164552964,-78466.82907852274
MASAC,E3,6,8760,52560,61319,1442.4946546554563,689.5406354665756,1139.5708159208298,1442.494648694992,-0.5428022325761069,-80834.10847523385
MASAC,E3,7,8760,61320,70079,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5515759494845673,-82140.69039724178
MASAC,E3,8,8760,70080,78839,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5271277014266983,-78499.85729646392
MASAC,E3,9,8760,78840,87599,1412.957897901535,675.4214891195297,1116.236777663231,1442.494648694992,-0.5433765672185381,-80919.6383901847
MASAC,E3,10,8760,87600,96359,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5518946498872621,-82188.15126121108
MASAC,E3,11,8760,96360,105119,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.527185775624718,-78508.505706033
MASAC,E3,12,8760,105120,113879,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5428711335833696,-80844.36921323539
MASAC,E3,13,8760,113880,122639,1297.5513017177582,1030.6594883203506,1051.1623058319092,1433.7156693935394,-0.5515063561842355,-82130.32656295635
MASAC,E3,14,8760,122640,131399,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.526716133105878,-78438.56654212736
MASAC,E3,15,8760,131400,140159,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5434030689842839,-80923.58503313956
MASAC,E3,16,8760,140160,148919,1501.0754108428955,1192.3209606409073,1185.8496088981628,1433.715669631958,-0.5518058895075868,-82174.93306546981
MASAC,E3,17,8760,148920,157679,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5271417917155541,-78501.95562228031
MASAC,E3,18,8760,157680,166439,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.543199383343419,-80893.25216750195
MASAC,E3,19,8760,166440,175199,1436.8621518611908,1141.3156543970108,1135.1211318969729,1433.7156693935394,-0.5519228590949066,-82192.3521764135
MASAC,E3,20,8760,175200,183959,2074.353357039392,1138.8870613090694,1638.7391785606742,1171.8290040120482,-0.5268976734633181,-78465.60153215732
MASAC,E3,21,8760,183960,192719,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5434026496022172,-80923.52257876217
MASAC,E3,22,8737,192720,201456,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.551733265259201,-81948.39015568387
MASAC,E3,23,8760,201480,210239,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5431901089086011,-80891.87101866888
MASAC,E3,24,8760,210240,218999,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5512860059573528,-82097.51200716899
MASAC,E3,25,8760,219000,227759,1294.451365672052,710.6956488601863,1022.6166089996696,1171.828936778009,-0.5263660388880146,-78386.43051120313
MASAC,E3,26,8760,227760,236519,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5425584560941135,-80797.80528153537
MASAC,E3,27,8760,236520,245279,963.380357503891,765.2237620353699,988.3797512054444,1433.7156541347504,-0.5511507904264829,-82077.37571031183
MASAC,E3,28,8760,245280,254039,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5263098821800003,-78378.06765424565
MASAC,E3,29,8760,254040,262799,1487.6069505214691,711.1051948070526,1175.209532380104,1442.4946496486664,-0.5424389493246577,-80780.00833342804
MASAC,E3,30,8752,262800,271551,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5507925898136747,-81949.12468283779
MASAC,E3,31,8760,271560,280319,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5431901089086011,-80891.87101866888
MASAC,E3,32,8760,280320,289079,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5512860059573528,-82097.51200716899
MASAC,E3,33,8760,289080,297839,1294.451365672052,710.6956488601863,1022.6166089996696,1171.828936778009,-0.5263660388880146,-78386.43051120313
MASAC,E3,34,8760,297840,306599,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5425584560941135,-80797.80528153537
MASAC,E3,35,8760,306600,315359,963.380357503891,765.2237620353699,988.3797512054444,1433.7156541347504,-0.5511507904264829,-82077.37571031183
MASAC,E3,36,8760,315360,324119,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5263098821800003,-78378.06765424565
MASAC,E3,37,8753,324120,332872,1487.6069505214691,711.1051948070526,1175.209532380104,1442.4946496486664,-0.5423942671547753,-80708.80934689773
MASAC,E3,38,8760,332880,341639,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5431901089086011,-80891.87101866888
MASAC,E3,39,8760,341640,350399,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5512860059573528,-82097.51200716899
MASAC,E3,40,8760,350400,359159,1294.451365672052,710.6956488601863,1022.6166089996696,1171.828936778009,-0.5263660388880146,-78386.43051120313
MASAC,E3,41,8760,359160,367919,1442.494648694992,689.5406326055527,1139.5708111524582,1442.494648694992,-0.5425584560941135,-80797.80528153537
MASAC,E3,42,8760,367920,376679,963.380357503891,765.2237620353699,988.3797512054444,1433.7156541347504,-0.5511507904264829,-82077.37571031183
MASAC,E3,43,8760,376680,385439,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5263098821800003,-78378.06765424565
MASAC,E3,44,8760,385440,394199,1487.6069505214691,711.1051948070526,1175.209532380104,1442.4946496486664,-0.5424389493246577,-80780.00833342804
MASAC,E3,45,8760,394200,402959,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5507613602389888,-82019.38176679022
MASAC,E3,46,8760,402960,411719,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5265661854577639,-78416.2363383702
MASAC,E3,47,8760,411720,420479,1416.171396970749,676.957604765892,1118.7754420042038,1442.494648694992,-0.5426501765817953,-80811.46429656095
MASAC,E3,48,8760,420480,429239,1433.7156693935394,1138.8163677453997,1132.6354122161863,1433.7156693935394,-0.5510169561042634,-82057.44510304689
MASAC,E3,49,8748,429240,437987,1171.828942976892,643.3719779960811,925.744892977178,1171.828942976892,-0.5263825588275348,-78281.50861859568
MATD3,E1,0,8760,0,8759,1470.5430772304535,672.813076004386,1864.838984489441,1171.828912973404,-0.7290455099358968,-108569.45733965376
MATD3,E1,1,8760,8760,17519,28.11381435394287,11.199133455753326,1056.600426197052,1442.494652748108,-0.7408485589329936,-110327.1673963014
MATD3,E1,2,8760,17520,26279,1470.5430772304535,672.813076004386,1864.838984489441,1171.828912973404,-0.7290455099358968,-108569.45733965376
MATD3,E1,3,8760,26280,35039,28.11381435394287,11.199133455753326,1056.600426197052,1442.494652748108,-0.7407922956320674,-110318.78866552748
MATD3,E1,4,8760,35040,43799,1171.8288989067078,536.1433016955853,925.7448507025838,1171.828942976892,-0.5922761108176945,-88201.75842297106
MATD3,E1,5,8752,43800,52551,1448.5327286720276,577.022451043129,1144.3408924341202,1442.494648694992,-0.6203870136879436,-92303.661444547
MATD3,E1,6,8760,52560,61319,1470.5430772304535,672.813076004386,1864.838984489441,1171.828912973404,-0.7290455099358968,-108569.45733965376
MATD3,E1,7,8758,61320,70077,28.11381435394287,11.199133455753326,1056.600426197052,1442.494652748108,-0.7408411170337472,-110300.8705506865
MATD3,E1,8,8760,70080,78839,1470.5430772304535,672.813076004386,1864.838984489441,1171.828912973404,-0.7290455099358968,-108569.45733965376
MATD3,E1,9,8758,78840,87597,28.11381435394287,11.199133455753326,1056.600426197052,1442.494652748108,-0.7408411170337472,-110300.8705506865
MATD3,E1,10,8760,87600,96359,1433.7158942222595,949.0137821435928,1132.635603904724,1433.7156693935394,-0.6275426411947297,-93453.65012671916
MATD3,E1,11,8760,96360,105119,1171.8288989067078,536.1433016955853,925.7448507025838,1171.828942976892,-0.5928723266513164,-88290.54688491405
MATD3,E1,12,8760,105120,113879,1442.494604587555,574.6171661615372,1139.5707718133926,1442.494648694992,-0.6198809948244577,-92312.67774925823
MATD3,E1,13,8760,113880,122639,1433.7156252861023,949.0136116743088,1132.6353707313538,1433.7156693935394,-0.6268358120596415,-93348.3891319218
MATD3,E1,14,8760,122640,131399,1171.8288989067078,536.1433016955853,925.7448507025838,1171.828942976892,-0.5917727467841729,-88126.79745109903
MATD3,E1,15,8760,131400,140159,1442.494543552399,574.6171509027481,1139.5707107782364,1442.494648694992,-0.6203342994187452,-92380.18386943953
MATD3,E1,16,8760,140160,148919,1433.7155947685242,949.0135964155196,1132.6353402137756,1433.7156693935394,-0.6283982286783234,-93581.06421477592
MATD3,E1,17,8760,148920,157679,1171.8288588523865,536.1432821452618,925.7448135092854,1171.828942976892,-0.5938568489662464,-88437.1619480534
MATD3,E1,18,8760,157680,166439,1442.4946007728577,574.6171661615372,1139.5707679986954,1442.494648694992,-0.6213662761289298,-92533.86584112022
MATD3,E1,19,8760,166440,175199,1433.715621471405,949.0136250257492,1132.6353669166565,1433.7156693935394,-0.6275623168218012,-93456.58022110265
MATD3,E1,20,8760,175200,183959,1171.8288950920105,536.1433002650738,925.7448478415608,1171.828942976892,-0.5923983721498567,-88219.96558055666
MATD3,E1,21,8760,183960,192719,1442.4946007728577,574.6171661615372,1139.5707679986954,1442.494648694992,-0.6201243990915624,-92348.92551271548
MATD3,E1,22,8760,192720,201479,1433.715621471405,949.0136250257492,1132.6353669166565,1433.7156693935394,-0.6272274115573233,-93406.7061291166
MATD3,E1,23,8760,201480,210239,1171.8288950920105,536.1433002650738,925.7448478415608,1171.828942976892,-0.5931696773648101,-88334.82835316751
MATD3,E1,24,8760,210240,218999,1442.4946007728577,574.6171661615372,1139.5707679986954,1442.494648694992,-0.6204905186511218,-92403.44803752506
MATD3,E1,25,8760,219000,227759,1433.7156310081482,949.0136317014694,1132.635374546051,1433.7156693935394,-0.6273433676959105,-93423.974317275
MATD3,E1,26,8760,227760,236519,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.5928058131346036,-88280.64169200516
MATD3,E1,27,8760,236520,245279,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6199991237039061,-92330.26950198568
MATD3,E1,28,8760,245280,254039,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6271063775182276,-93388.68174001444
MATD3,E1,29,8760,254040,262799,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.593209215177488,-88340.71632423151
MATD3,E1,30,8760,262800,271559,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6206955466116958,-92433.98080141374
MATD3,E1,31,8760,271560,280319,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6273007341341804,-93417.62532726215
MATD3,E1,32,8760,280320,289079,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.5938652665084503,-88438.41548843842
MATD3,E1,33,8760,289080,297839,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6217203631282271,-92586.59647705556
MATD3,E1,34,8760,297840,306599,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6277545907183286,-93485.2136497735
MATD3,E1,35,8760,306600,315359,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.593056386533042,-88317.95708250062
MATD3,E1,36,8760,315360,324119,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.620323505435223,-92378.5764294134
MATD3,E1,37,8760,324120,332879,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6270121202100872,-93374.6449416862
MATD3,E1,38,8760,332880,341639,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.5929187672102019,-88297.46281294327
MATD3,E1,39,8760,341640,350399,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6207299658118058,-92439.10650869412
MATD3,E1,40,8760,350400,359159,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6273482118240455,-93424.69570483686
MATD3,E1,41,8760,359160,367919,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.5930866282044822,-88322.46067221148
MATD3,E1,42,8760,367920,376679,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6205688221034855,-92415.10898765108
MATD3,E1,43,8760,376680,385439,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6271540325616335,-93395.77852907848
MATD3,E1,44,8760,385440,394199,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.5929114224400491,-88296.36902977212
MATD3,E1,45,8760,394200,402959,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6205522129256076,-92412.63554888147
MATD3,E1,46,8760,402960,411719,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6274638329804146,-93441.91400744337
MATD3,E1,47,8760,411720,420479,1171.8288860321045,536.1432962119579,925.7448406890036,1171.828942976892,-0.5932659126113043,-88349.15970607544
MATD3,E1,48,8760,420480,429239,1442.4945921897888,574.6171628236771,1139.5707613229752,1442.494648694992,-0.6209203261908646,-92467.45497634356
MATD3,E1,49,8760,429240,437999,1433.715611934662,949.013618350029,1132.635359287262,1433.7156693935394,-0.6270644681842904,-93382.44060200451
MATD3,E2,0,8760,0,8759,1470.5430772304535,783.0576688051224,1864.838984489441,1171.828912973404,-0.5379045652431999,-80104.74785601732
MATD3,E2,1,8760,8760,17519,28.11381435394287,14.970467925071716,1056.600426197052,1442.494652748108,-0.546346867690215,-81361.97553642682
MATD3,E2,2,8760,17520,26279,1470.5430772304535,783.0576688051224,1864.838984489441,1171.828912973404,-0.5379045652431999,-80104.74785601732
MATD3,E2,3,8760,26280,35039,28.11381435394287,14.970467925071716,1056.600426197052,1442.494652748108,-0.5463129732708171,-81356.92797949008
MATD3,E2,4,8760,35040,43799,1177.8656477928162,627.2082154750824,930.513882227242,1171.828942976892,-0.5200509799956652,-77445.99194095447
MATD3,E2,5,8752,43800,52551,1448.531277179718,771.3364597558975,1144.339738488197,1442.494648694992,-0.5364557770549047,-79816.03633333693
MATD3,E2,6,8760,52560,61319,1470.5430772304535,783.0576688051224,1864.838984489441,1171.828912973404,-0.5379045652431999,-80104.74785601732
MATD3,E2,7,8758,61320,70077,28.11381435394287,14.970467925071716,1056.600426197052,1442.494652748108,-0.5463226664745562,-81339.79652073077
MATD3,E2,8,8760,70080,78839,1470.5430772304535,783.0576688051224,1864.838984489441,1171.828912973404,-0.5379045652431999,-80104.74785601732
MATD3,E2,9,8758,78840,87597,28.11381435394287,14.970467925071716,1056.600426197052,1442.494652748108,-0.5463226664745562,-81339.79652073077
MATD3,E2,10,8760,87600,96359,1439.7526125907898,766.6618646383286,1137.4046087265017,1433.7156693935394,-0.5437832290180135,-80980.19846536257
MATD3,E2,11,8760,96360,105119,1177.865617275238,627.2082002162933,930.5138593390584,1171.828942976892,-0.5179435756514317,-77132.15728601119
MATD3,E2,12,8760,105120,113879,1448.5313229560852,771.3364826440811,1144.33977663517,1442.494648694992,-0.5355468808063508,-79753.64148968176
MATD3,E2,13,8760,113880,122639,1439.7523436546326,766.6617151498795,1137.4043774604795,1433.7156693935394,-0.5444056873465541,-81072.89495964885
MATD3,E2,14,8760,122640,131399,1177.865617275238,627.2082002162933,930.5138593390584,1171.828942976892,-0.5198361041934004,-77413.9926364812
MATD3,E2,15,8760,131400,140159,1448.5313267707825,771.3364845514297,1144.339779496193,1442.494648694992,-0.5355810446343805,-79758.72916695195
MATD3,E2,16,8760,140160,148919,1439.752351284027,766.6617189645767,1137.4043831825256,1433.7156693935394,-0.5425436641559441,-80795.6024661032
MATD3,E2,17,8760,148920,157679,1177.8656249046326,627.2082040309906,930.5138660147786,1171.828942976892,-0.5195452125324825,-77370.67305033731
MATD3,E2,18,8760,157680,166439,1448.5313992500303,771.3365207910538,1144.339843392372,1442.494648694992,-0.5353446433967475,-79723.52429464363
MATD3,E2,19,8760,166440,175199,1439.7523398399353,766.6617285013199,1137.4043793678284,1433.7156693935394,-0.5412439665334856,-80602.05149616669
MATD3,E2,20,8760,175200,183959,1177.8656096458435,627.2081964015961,930.513858385384,1171.828942976892,-0.5163800478966408,-76899.31673276775
MATD3,E2,21,8760,183960,192719,1448.5313057899475,771.3364740610123,1144.3397670984268,1442.494648694992,-0.5324095383276435,-79286.42844775267
MATD3,E2,22,8760,192720,201479,1439.752351284027,766.6617342233658,1137.4043889045715,1433.7156693935394,-0.539854063028672,-80395.06706622984
MATD3,E2,23,8760,201480,210239,1177.8656232357023,627.2082039117813,930.5138683989644,1171.828942976892,-0.5162682233948295,-76882.66382795801
MATD3,E2,24,8760,210240,218999,1448.531328678131,771.3364864587784,1144.3397852182388,1442.494648694992,-0.5338357535318733,-79498.82041596658
MATD3,E2,25,8760,219000,227759,1439.7523531913755,766.6617351770401,1137.4043898582458,1433.7156693935394,-0.5423865388068095,-80772.20335911008
MATD3,E2,26,8760,227760,236519,1177.8656232357023,627.2082039117813,930.5138683989644,1171.828942976892,-0.5187932362978955,-77258.6887494826
MATD3,E2,27,8760,236520,245279,1448.531328678131,771.3364864587784,1144.3397852182388,1442.494648694992,-0.5354799564595091,-79743.6751159501
MATD3,E2,28,8760,245280,254039,1439.7523531913755,766.6617351770401,1137.4043898582458,1433.7156693935394,-0.5443911206276645,-81070.7256838718
MATD3,E2,29,8760,254040,262799,1177.8656232357023,627.2082039117813,930.5138683989644,1171.828942976892,-0.5209639882541299,-77581.95713080502
MATD3,E2,30,8760,262800,271559,1448.531328678131,771.3364864587784,1144.3397852182388,1442.494648694992,-0.5374121495436477,-80031.41731004001
MATD3,E2,31,8760,271560,280319,1439.7523531913755,766.6617351770401,1137.4043898582458,1433.7156693935394,-0.5447622909459948,-81126.00036767755
MATD3,E2,32,8760,280320,289079,1177.8656232357023,627.2082039117813,930.5138683989644,1171.828942976892,-0.5210693798623016,-77597.65204909396
MATD3,E2,33,8760,289080,297839,1448.531328678131,771.3364864587784,1144.3397852182388,1442.494648694992,-0.5370481840301343,-79977.2155657676
MATD3,E2,34,8760,297840,306599,1439.7523951530457,766.6617561578751,1137.4044241905212,1433.7156693935394,-0.5440354758624605,-81017.76306543761
MATD3,E2,35,8760,306600,315359,1177.8656690120697,627.2082267999649,930.5139065459372,1171.828942976892,-0.5196509887585685,-77386.42524592603
MATD3,E2,36,8760,315360,324119,1448.5313744544983,771.336509346962,1144.3398233652115,1442.494648694992,-0.5357672874406514,-79786.46444566181
MATD3,E2,37,8760,324120,332879,1439.7523913383484,766.6617542505264,1137.404420375824,1433.7156693935394,-0.5426995523740894,-80818.81733954938
MATD3,E2,38,8760,332880,341639,1177.8656651973724,627.208223938942,930.513903684914,1171.828942976892,-0.5191190755272117,-77307.21272751236
MATD3,E2,39,8760,341640,350399,1448.531370639801,771.3365074396133,1144.3398195505142,1442.494648694992,-0.5343928392074653,-79581.78161477573
MATD3,E2,40,8760,350400,359159,1433.7156863212583,763.447234749794,1132.6354250907898,1433.7156693935394,-0.5410807127807018,-80577.73974730211
MATD3,E2,41,8760,359160,367919,1171.829082250595,623.9937807321548,925.7449980452656,1171.828942976892,-0.5172306432109047,-77025.98738696793
MATD3,E2,42,8760,367920,376679,1442.494635105133,768.1219745874405,1139.570793747902,1442.494648694992,-0.5332846171364575,-79416.74518396125
MATD3,E2,43,8760,376680,385439,1433.7156558036804,763.4472042322159,1132.6353945732117,1433.7156693935394,-0.5401663542078549,-80441.57346863375
MATD3,E2,44,8760,385440,394199,1171.8289296627045,623.9936891794205,925.7448759749532,1171.828942976892,-0.5170151327521121,-76993.89356944454
MATD3,E2,45,8760,394200,402959,1442.494635105133,768.1219745874405,1139.570793747902,1442.494648694992,-0.5333774205833492,-79430.56547327238
MATD3,E2,46,8760,402960,411719,1433.7156558036804,763.4472042322159,1132.6353945732117,1433.7156693935394,-0.5409636860546514,-80560.31212725869
MATD3,E2,47,8760,411720,420479,1171.8289296627045,623.9936891794205,925.7448759749532,1171.828942976892,-0.5180577945888039,-77149.16677016467
MATD3,E2,48,8760,420480,429239,1442.494635105133,768.1219745874405,1139.570793747902,1442.494648694992,-0.5341633753189277,-79547.6098524947
MATD3,E2,49,8760,429240,437999,1433.7156558036804,763.4472042322159,1132.6353945732117,1433.7156693935394,-0.5400036063529057,-80417.3370580747
MATD3,E3,0,8760,0,8759,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,1,8760,8760,17519,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.57691164288679,-85913.68185870076
MATD3,E3,2,8760,17520,26279,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,3,8760,26280,35039,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.5768798621596843,-85908.94907282019
MATD3,E3,4,8760,35040,43799,1171.8289122581482,643.3719624429941,925.7448621466756,1171.828942976892,-0.5296572948608507,-78876.56435067789
MATD3,E3,5,8752,43800,52551,1442.4946160316467,689.5406163930893,1139.5707794427872,1442.494648694992,-0.5462371260239371,-81271.34455834546
MATD3,E3,6,8760,52560,61319,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,7,8758,61320,70077,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.5768946132006594,-85891.53138099337
MATD3,E3,8,8760,70080,78839,1470.5430772304535,807.375660687685,1864.838984489441,1171.828912973404,-0.5684158445302419,-84648.48756744362
MATD3,E3,9,8758,78840,87597,28.11381435394287,13.438952386379242,1056.600426197052,1442.494652748108,-0.5768946132006594,-85891.53138099337
MATD3,E3,10,8760,87600,96359,1433.715903759003,1138.8165365457537,1132.6356115341189,1433.7156693935394,-0.5560367784337301,-82804.99704435108
MATD3,E3,11,8760,96360,105119,1171.8289122581482,643.3719624429941,925.7448621466756,1171.828942976892,-0.5290481534341094,-78785.85100940758
MATD3,E3,12,8760,105120,113879,1442.4946160316467,689.5406163930893,1139.5707794427872,1442.494648694992,-0.5465653053425683,-81394.50527161527
MATD3,E3,13,8760,113880,122639,1433.715636730194,1138.81633579731,1132.6353821754456,1433.7156693935394,-0.5570915828035414,-82962.07851110339
MATD3,E3,14,8760,122640,131399,1171.828929424286,643.3719700723886,925.744881220162,1171.828942976892,-0.5294059028282437,-78839.12704918206
MATD3,E3,15,8760,131400,140159,1442.494656085968,689.5406364202499,1139.5708194971085,1442.494648694992,-0.5461359378768078,-81330.56386861422
MATD3,E3,16,8760,140160,148919,1433.715611934662,1138.8163262605667,1132.6353669166565,1433.7156693935394,-0.5573036510462676,-82993.65971381016
MATD3,E3,17,8760,148920,157679,1177.8679423332214,646.6875828653574,930.5156999304892,1171.828942976892,-0.5306691975196048,-79027.25689461955
MATD3,E3,18,8760,157680,166439,1448.5312542915344,692.4262470006943,1144.3397270441055,1442.494648694992,-0.5478043395531885,-81579.02224626085
MATD3,E3,19,8760,166440,175199,1439.752278804779,1143.611318707466,1137.4043316841123,1433.7156693935394,-0.5573450207988863,-82999.82049737014
MATD3,E3,20,8760,175200,183959,1177.865550518036,646.686270609498,930.513809747994,1171.828942976892,-0.5314246043958997,-79139.75208663738
MATD3,E3,21,8760,183960,192719,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5477750204600342,-81574.6560469083
MATD3,E3,22,8760,192720,201479,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5571922573500272,-82977.07096456605
MATD3,E3,23,8760,201480,210239,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.5310539928085858,-79084.56060905459
MATD3,E3,24,8760,210240,218999,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5488046468150503,-81727.98800369729
MATD3,E3,25,8760,219000,227759,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5592074796612345,-83277.17787115104
MATD3,E3,26,8760,227760,236519,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.532613615070585,-79316.81955631153
MATD3,E3,27,8760,236520,245279,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5496729222899496,-81857.2915874193
MATD3,E3,28,8760,245280,254039,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5590967239198357,-83260.68412614193
MATD3,E3,29,8760,254040,262799,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.5322197004957441,-79258.1577978262
MATD3,E3,30,8760,262800,271559,1448.5313000679016,692.4262698888779,1144.3397651910782,1442.494648694992,-0.5490741829018809,-81768.1273177481
MATD3,E3,31,8760,271560,280319,1439.752320766449,1143.6113492250445,1137.404366016388,1433.7156693935394,-0.5585123883529018,-83173.66487351415
MATD3,E3,32,8760,280320,289079,1177.865596294403,646.6862973123789,930.5138478949666,1171.828942976892,-0.531245422769196,-79113.06835878866
